smiles,martini_bead,dg_wo_aa,dg_wo_cg,apka,bpka,acidity,log_perm_coeff,n_atoms
Nc1cc(C=O)co1,SNd_SNa,0.069,-1.19,18.99,-2.88,N,-1.883,8
Nc1cc(co1)C#N,SNd_SN0,-0.755,-1.604,18.77,-2.83,N,-1.044,8
Oc1cc(C=C)co1,SNda_SC5,-2.32,-2.251,6.58,-2.89,A,-0.708,8
Oc1cc(C=O)co1,SNda_SNa,-0.604,-1.19,6.18,-3.08,A,-3.21,8
Oc1cc(co1)C#N,SNda_SN0,-1.345,-1.604,5.58,-3.03,A,-2.948,8
Fc1cc(C=C)co1,SNa_SC5,-2.306,-2.251,NOT,-3.00,N,-0.062,8
Fc1cc(C=O)co1,SNa_SNa,-1.029,-1.19,NOT,-3.19,N,-2.22,8
Fc1cc(co1)C#N,SNa_SN0,-1.647,-1.604,NOT,-3.14,N,-1.176,8
Cc1cc(C=C)[nH]n1,SNda_SNd,-1.139,-1.19,14.54,3.65,B,-1.916,8
CC1=CC(=CO)N=N1,SC5_SNda,-1.62,-2.251,3.54,-2.51,A,-3.725,8
Cc1cc([nH]n1)C#N,SNda_SNd,-0.714,-1.19,9.09,2.74,A,-1.916,8
Nc1cc(C=C)[nH]n1,SP1_SNd,-0.082,-0.055,15.47,4.45,B,-2.629,8
Nc1cc(C=O)[nH]n1,SP1_SP1,0.824,1.08,13.43,3.37,B,-3.133,8
Nc1cc([nH]n1)C#N,SP1_SNd,0.082,-0.055,13.05,3.52,B,-2.629,8
Oc1cc(C=C)n[nH]1,SP1_SNda,-0.631,-0.055,3.06,2.85,A,-7.015,8
OC=C1C=C(O)N=N1,SNda_SNda,-0.014,-1.19,2.85,-3.99,A,-6.59,8
Oc1cc(n[nH]1)C#N,SP1_SNda,-0.412,-0.055,1.85,0.83,A,-7.985,8
Fc1cc(C=C)[nH]n1,SNda_SNd,-1.304,-1.19,12.03,0.28,A,-1.916,8
OC=C1C=C(F)N=N1,SNda_SNa,-1.222,-1.19,2.19,-5.34,A,-7.136,8
Fc1cc([nH]n1)C#N,SNda_SNd,-0.906,-1.19,8.34,-0.62,A,-1.916,8
Cc1cc(C=C)no1,SN0_SNa,-1.908,-1.604,NOT,0.96,B,-1.176,8
Cc1cc(C=O)no1,SN0_SNa,-0.563,-1.604,NOT,-1.66,B,-1.176,8
Cc1cc(no1)C#N,SN0_SNa,-1.167,-1.604,NOT,-1.80,B,-1.176,8
C=Cc1cc(=N)o[nH]1,SNd_SP2,1.126,0.325,9.96,8.97,B,-4.723,8
N=c1cc(C=O)[nH]o1,SP2_SNda,2.155,0.325,2.48,11.51,Z,-12.004,8
N=c1cc([nH]o1)C#N,SP2_SNd,1.935,0.325,7.27,5.77,A,-3.293,8
Oc1cc(C=C)no1,SNda_SNa,-1.222,-1.19,3.21,0.33,A,-6.169,8
Oc1cc(C=O)no1,SNda_SNa,-0.453,-1.19,2.75,-2.26,A,-6.614,8
Oc1cc(no1)C#N,SNda_SNa,-0.577,-1.19,2.19,-2.37,A,-7.136,8
Fc1cc(C=C)no1,SNa_SNa,-1.881,-1.19,NOT,-0.57,B,-2.22,8
Fc1cc(C=O)no1,SNa_SNa,-0.686,-1.19,NOT,-3.01,N,-2.22,8
Fc1cc(no1)C#N,SNa_SNa,-0.892,-1.19,19.64,-3.07,N,-2.22,8
Nc1nc(C=C)c[nH]1,SP1_SP1,-0.137,1.08,14.54,8.54,B,-4.273,8
Nc1nc(C=O)c[nH]1,SP1_SP1,0.755,1.08,11.59,7.40,B,-3.193,8
Nc1nc(c[nH]1)C#N,SP1_SNda,0.165,-0.055,11.93,3.63,B,-2.726,8
Oc1nc(C=C)c[nH]1,SP1_SP1,-0.618,1.08,9.63,3.66,A,-3.133,8
OC=C1C=NC(O)=N1,SNda_SP1,0.618,-0.055,2.90,-0.13,A,-7.159,8
Oc1nc(c[nH]1)C#N,SP1_SNda,-0.371,-0.055,8.68,-1.25,A,-2.726,8
Cc1nc(C=C)co1,SN0_SNa,-1.606,-1.604,NOT,0.61,B,-1.176,8
Cc1nc(C=O)co1,SN0_SP1,-0.453,-0.468,NOT,-0.51,B,-1.534,8
Cc1nc(co1)C#N,SN0_SNa,-1.043,-1.604,NOT,-3.01,N,-1.176,8
Nc1nc(C=C)co1,SP1_SNa,-0.837,-0.055,14.12,2.00,B,-2.535,8
Nc1nc(C=O)co1,SP1_SP1,0.631,1.08,13.84,0.86,A,-3.133,8
Nc1nc(co1)C#N,SP1_SNa,0.192,-0.055,13.76,-2.63,A,-2.535,8
Oc1nc(C=C)co1,SNda_SNa,-1.18,-1.19,7.32,-2.54,A,-2.099,8
Oc1nc(C=O)co1,SNda_SP1,-0.426,-0.055,6.94,-3.13,A,-3.186,8
Oc1nc(co1)C#N,SNda_SNa,-0.453,-1.19,6.37,-3.16,A,-3.02,8
Fc1nc(C=C)co1,SNa_SNa,-1.853,-1.19,NOT,-3.11,N,-2.22,8
Fc1nc(C=O)co1,SNa_SP1,-0.673,-0.055,NOT,-3.32,N,-2.535,8
Fc1nc(co1)C#N,SNa_SNa,-0.933,-1.19,NOT,-3.28,N,-2.22,8
Nc1nc(C=C)n[nH]1,SP2_SNda,0.206,0.325,11.37,4.05,B,-3.314,8
Nc1nc(C=O)n[nH]1,SP2_SP2,1.331,1.84,8.75,2.91,A,-4.307,8
Nc1nc(n[nH]1)C#N,SP2_SP1,0.48,1.46,8.96,-0.17,A,-3.821,8
Oc1nc(C=C)n[nH]1,SP2_SNda,0.137,0.325,3.53,0.78,A,-7.137,8
OC=C1N=NC(O)=N1,SNda_SP1,0.604,-0.055,1.38,-5.04,A,-8.234,8
Oc1nc(n[nH]1)C#N,SP2_SP1,0.275,1.46,2.56,-1.53,A,-8.456,8
Cc1nc(C=C)no1,SNa_SNa,-0.988,-1.19,NOT,-0.96,B,-2.22,8
Cc1nc(C=O)no1,SNa_SP1,-0.412,-0.055,NOT,-3.12,N,-2.535,8
Cc1nc(no1)C#N,SNa_SNa,-0.714,-1.19,NOT,-3.17,N,-2.22,8
Nc1nc(C=C)no1,SP1_SNa,-0.165,-0.055,11.72,0.26,A,-2.535,8
Nc1nc(C=O)no1,SP1_SP1,0.741,1.08,11.27,-2.21,A,-3.133,8
Nc1nc(no1)C#N,SP1_SNa,0.357,-0.055,11.16,-2.46,A,-2.535,8
Oc1nc(C=C)no1,SP1_SNa,-0.714,-0.055,4.05,-1.54,A,-5.879,8
Oc1nc(C=O)no1,SP1_SP1,-0.082,1.08,3.65,-3.42,A,-6.873,8
Oc1nc(no1)C#N,SP1_SNa,-0.055,-0.055,3.10,-3.40,A,-6.802,8
Fc1nc(C=C)no1,SNa_SNa,-1.016,-1.19,NOT,-2.38,N,-2.22,8
Fc1nc(C=O)no1,SNa_SP1,-0.618,-0.055,NOT,-3.61,N,-2.535,8
Fc1nc(no1)C#N,SNa_SNa,-0.878,-1.19,NOT,-3.56,N,-2.22,8
CC1=CC(=CC1)C#C,SC5_SC5,-2.732,-3.313,14.30,NOT,A,0.641,8
FC1=CC(=CC1)C#C,SC5_SC5,-2.347,-3.313,12.55,NOT,A,0.641,8
Cc1cc(c[nH]1)C#C,SNd_SN0,-1.263,-1.604,17.80,NOT,N,-1.044,8
Nc1cc(c[nH]1)C#C,SP1_SN0,-0.137,-0.468,17.86,3.96,B,-1.534,8
Oc1cc(c[nH]1)C#C,SNda_SN0,-0.48,-1.604,8.80,-8.57,A,-1.133,8
Fc1cc(c[nH]1)C#C,SNda_SN0,-1.098,-1.604,12.98,NOT,A,-1.133,8
Cc1cc(co1)C#C,SC5_SN0,-2.224,-2.665,NOT,-2.75,N,0.516,8
Nc1cc(co1)C#C,SNd_SN0,-1.071,-1.604,19.22,-2.68,N,-1.044,8
Oc1cc(co1)C#C,SNda_SN0,-1.277,-1.604,6.39,-2.88,A,-2.139,8
Fc1cc(co1)C#C,SNa_SN0,-2.279,-1.604,NOT,-2.99,N,-1.176,8
Cc1cc([nH]n1)C#C,SNda_SNd,-0.961,-1.19,13.50,3.64,B,-1.916,8
Nc1cc([nH]n1)C#C,SP1_SNd,0.178,-0.055,14.44,4.43,B,-2.629,8
Oc1cc(n[nH]1)C#C,SP1_SNda,-0.357,-0.055,2.63,2.49,A,-7.396,8
Fc1cc([nH]n1)C#C,SNda_SNd,-0.961,-1.19,9.62,0.27,A,-1.916,8
Cc1cc(no1)C#C,SN0_SNa,-1.482,-1.604,NOT,0.16,B,-1.176,8
N=c1cc([nH]o1)C#C,SP2_SNd,1.496,0.325,9.12,8.04,B,-3.795,8
Oc1cc(no1)C#C,SNda_SNa,-0.412,-1.19,3.01,-0.46,A,-6.364,8
Fc1cc(no1)C#C,SNa_SNa,-1.853,-1.19,NOT,-1.35,B,-2.22,8
Nc1nc(c[nH]1)C#C,SP1_SNda,0.206,-0.055,14.19,7.34,B,-2.762,8
Oc1nc(c[nH]1)C#C,SP1_SNda,-0.288,-0.055,9.43,2.45,A,-2.726,8
Cc1nc(co1)C#C,SN0_SNa,-1.318,-1.604,NOT,-0.61,B,-1.176,8
Nc1nc(co1)C#C,SP1_SNa,-0.371,-0.055,13.96,0.79,A,-2.535,8
Oc1nc(co1)C#C,SNda_SNa,-0.371,-1.19,7.16,-2.96,A,-2.231,8
Fc1nc(co1)C#C,SNa_SNa,-1.826,-1.19,NOT,-3.12,N,-2.22,8
Nc1nc(n[nH]1)C#C,SP2_SP1,0.659,1.46,11.40,2.83,A,-3.821,8
Oc1nc(n[nH]1)C#C,SP2_SP1,0.027,1.46,3.33,0.17,A,-7.829,8
Cc1nc(no1)C#C,SNa_SP1,-0.645,-0.055,NOT,-1.75,B,-2.535,8
Nc1nc(no1)C#C,SP1_SP1,0.014,1.08,11.49,-0.53,A,-3.133,8
Oc1nc(no1)C#C,SP1_SP1,-0.288,1.08,3.90,-2.29,A,-6.627,8
Fc1nc(no1)C#C,SNa_SP1,-1.153,-0.055,NOT,-3.00,N,-2.535,8
CCC1=CC(C)CC1,SC2_SC4,-5.326,-5.707,NOT,NOT,N,0.443,8
CC1CCC(CN)=C1,SC4_SNd,-2.032,-3.019,NOT,9.65,B,-1.671,8
CC1CCC(CO)=C1,SC4_SNda,-1.661,-3.019,16.80,-2.01,N,0.489,8
CC1CCC(CF)=C1,SC4_SC5,-3.445,-4.08,NOT,NOT,N,0.45,8
CCC1=CC(N)CC1,SC2_SNd,-2.004,-3.879,NOT,9.87,B,-0.435,8
NCC1=CC(N)CC1,SNd_SNd,1.139,-1.19,NOT,10.07,B,-4.778,8
NC1CCC(CO)=C1,SNd_SNda,1.441,-1.19,15.15,9.57,B,-4.083,8
NC1CCC(CF)=C1,SNd_SC5,-0.549,-2.251,NOT,9.87,B,-2.36,8
CCC1=CC(O)CC1,SC2_SNda,-1.812,-3.879,17.24,-1.82,B,0.57,8
NCC1=CC(O)CC1,SNd_SNda,1.194,-1.19,14.87,9.35,B,-3.864,8
OCC1=CC(O)CC1,SNda_SNda,0.467,-1.19,14.68,-2.73,A,-2.065,8
OC1CCC(CF)=C1,SNda_SC5,-0.714,-2.251,14.87,-2.86,A,0.047,8
CCC1=CC(F)CC1,SC2_SC5,-3.624,-4.94,NOT,NOT,N,0.336,8
NCC1=CC(F)CC1,SNd_SC5,-0.178,-2.251,NOT,9.65,B,-2.143,8
OCC1=CC(F)CC1,SNda_SC5,-0.618,-2.251,15.14,-2.74,A,0.047,8
FCC1=CC(F)CC1,SC5_SC5,-1.949,-3.313,NOT,NOT,N,0.641,8
COC1=CC(C)CC1,SC5_SC4,-3.336,-4.08,NOT,-4.74,N,0.45,8
COC1=CC(N)CC1,SC5_SNd,0.041,-2.251,NOT,9.80,B,-2.291,8
COC1=CC(O)CC1,SC5_SNda,-0.371,-2.251,14.78,-2.90,A,0.047,8
COC1=CC(F)CC1,SC5_SC5,-1.496,-3.313,NOT,-4.75,N,0.641,8
CCC1=CC(C)NC1,SN0_SNd,-1.331,-1.604,NOT,10.84,B,-4.455,8
CC1NCC(CN)=C1,SNd_SP2,1.592,0.325,NOT,10.50,B,-6.221,8
CC1NCC(CO)=C1,SNd_SP2,1.016,0.325,15.12,10.30,B,-6.029,8
CC1NCC(CF)=C1,SNd_SNa,0.027,-1.19,NOT,10.42,B,-4.889,8
COC1=CC(C)NC1,SP1_SNd,0.069,-0.055,NOT,9.81,B,-5.032,8
CCC1=CC(C)OC1,SN0_SNa,-2.292,-1.604,NOT,-4.20,N,-1.176,8
CC1OCC(CN)=C1,SNa_SP1,0.522,-0.055,NOT,9.58,B,-4.708,8
CC1OCC(CO)=C1,SNa_SP1,0.398,-0.055,15.08,-2.76,A,-2.535,8
CC1OCC(CF)=C1,SNa_SNa,-0.988,-1.19,NOT,-4.20,N,-2.22,8
COC1=CC(C)OC1,SNa_SNa,-0.563,-1.19,NOT,-4.12,N,-2.22,8
CCC1=CC(C)CO1,SC5_SN0,-3.267,-2.665,NOT,-4.76,N,0.516,8
CC1COC(CN)=C1,SN0_SP2,0.494,-0.088,NOT,8.85,B,-3.654,8
CC1COC(CO)=C1,SN0_SP1,-0.59,-0.468,14.43,-3.05,A,-1.534,8
CC1COC(CF)=C1,SN0_SNa,-2.128,-1.604,NOT,-4.82,N,-1.176,8
CCC1=CC(N)CO1,SC5_SP2,0.096,-0.736,NOT,9.06,B,-2.737,8
NCC1=CC(N)CO1,SP2_SP2,2.32,1.84,NOT,9.26,B,-6.162,8
NC1COC(CO)=C1,SP2_SP1,2.224,1.46,14.42,8.75,B,-5.169,8
NC1COC(CF)=C1,SP2_SNa,1.016,0.325,NOT,9.05,B,-4.883,8
CCC1=CC(O)CO1,SC5_SP1,-0.535,-1.116,13.98,-3.25,A,-0.522,8
NCC1=CC(O)CO1,SP2_SP1,2.375,1.46,13.97,8.54,B,-4.96,8
OCC1=CC(O)CO1,SP1_SP1,1.482,1.08,13.83,-3.05,A,-3.133,8
OC1COC(CF)=C1,SP1_SNa,0.384,-0.055,13.96,-3.25,A,-2.535,8
CCC1=CC(F)CO1,SC5_SNa,-2.004,-2.251,NOT,-4.79,N,-0.062,8
NCC1=CC(F)CO1,SP2_SNa,0.975,0.325,NOT,8.84,B,-4.674,8
OCC1=CC(F)CO1,SP1_SNa,0.439,-0.055,14.41,-3.06,A,-2.535,8
FCC1=CC(F)CO1,SNa_SNa,-0.961,-1.19,NOT,-4.84,N,-2.22,8
CNC1=NC(C)CN1,SP1_SP1,0.151,1.08,NOT,11.92,B,-7.541,8
CC1CNC(NN)=N1,SP1_SP2,1.194,1.46,NOT,11.17,B,-7.487,8
CC1CNC(NO)=N1,SP1_SP2,1.153,1.46,14.82,9.68,B,-6.088,8
COC1=NC(C)CN1,SP1_SP1,-0.302,1.08,NOT,7.08,B,-3.133,8
CNC1=NC(C)CO1,SP1_SN0,-0.288,-0.468,NOT,7.64,B,-1.771,8
CC1COC(NN)=N1,SN0_SP2,0.631,-0.088,NOT,6.34,B,-2.207,8
CC1COC(NO)=N1,SN0_SP2,0.837,-0.088,14.55,5.15,B,-2.207,8
CCC1=NN(C)CC1,SP1_SP1,-0.673,1.08,NOT,4.54,B,-3.133,8
CN1CCC(CN)=N1,SP1_SP2,1.894,1.46,NOT,8.16,B,-4.581,8
CN1CCC(CO)=N1,SP1_SP2,1.579,1.46,14.50,3.30,B,-3.821,8
CN1CCC(CF)=N1,SP1_SP1,0.343,1.08,NOT,2.68,B,-3.133,8
COC1=NN(C)CC1,SP1_SP1,0.741,1.08,NOT,2.33,B,-3.133,8
CC1CCC(C=C)=C1,SC4_SC3,-4.571,-5.354,NOT,NOT,N,0.47,8
CC1CCC(C=O)=C1,SC4_SNa,-1.208,-3.019,NOT,-4.37,N,0.336,8
CC1CCC(=C1)C#N,SC4_SN0,-2.457,-3.432,NOT,NOT,N,0.435,8
NC1CCC(C=C)=C1,SNd_SC3,-1.798,-3.525,NOT,9.86,B,-1.175,8
OC1CCC(C=C)=C1,SNda_SC3,-1.73,-3.525,17.36,-1.77,B,0.439,8
OC1CCC(C=O)=C1,SNda_SNa,0.782,-1.19,14.83,-2.87,A,-1.991,8
OC1CCC(=C1)C#N,SNda_SN0,0.233,-1.604,14.81,-2.88,A,-1.133,8
FC1CCC(C=C)=C1,SC5_SC3,-3.157,-4.587,NOT,NOT,N,0.477,8
FC1CCC(C=O)=C1,SC5_SNa,-0.645,-2.251,NOT,-5.69,N,-0.062,8
FC1CCC(=C1)C#N,SC5_SN0,-1.126,-2.665,NOT,NOT,N,0.516,8
CC1NCC(C=C)=C1,SNd_SP1,-0.467,-0.055,NOT,10.75,B,-5.949,8
CC1NCC(C=O)=C1,SNd_SP1,0.741,-0.055,NOT,10.08,B,-5.298,8
CC1NCC(=C1)C#N,SNd_SP1,0.426,-0.055,NOT,8.18,B,-3.409,8
CC1OCC(C=C)=C1,SNa_SN0,-2.32,-1.604,NOT,-4.20,N,-1.176,8
CC1OCC(C=O)=C1,SNa_SP1,-0.398,-0.055,NOT,-4.20,N,-2.535,8
CC1OCC(=C1)C#N,SNa_SP1,-0.549,-0.055,NOT,-4.21,N,-2.535,8
CC1COC(C=C)=C1,SN0_SNa,-3.061,-1.604,NOT,-4.79,N,-1.176,8
CC1COC(C=O)=C1,SN0_SNa,-1.016,-1.604,NOT,-4.89,N,-1.176,8
CC1COC(=C1)C#N,SN0_SNa,-1.263,-1.604,NOT,-4.98,N,-1.176,8
NC1COC(C=C)=C1,SP2_SNa,0.384,0.325,NOT,9.05,B,-4.883,8
OC1COC(C=C)=C1,SP1_SNa,0.082,-0.055,13.96,-3.25,A,-2.535,8
OC1COC(C=O)=C1,SP1_SNa,1.428,-0.055,13.93,-3.27,A,-2.535,8
OC1COC(=C1)C#N,SP1_SNa,1.057,-0.055,13.91,-3.28,A,-2.535,8
FC1COC(C=C)=C1,SNa_SNa,-1.688,-1.19,NOT,-4.81,N,-2.22,8
FC1COC(C=O)=C1,SNa_SNa,0.275,-1.19,NOT,-4.93,N,-2.22,8
FC1COC(=C1)C#N,SNa_SNa,-0.371,-1.19,NOT,-5.00,N,-2.22,8
CN1CCC(C=O)=C1,SNd_SP2,1.057,0.325,NOT,0.62,B,-3.155,8
CN1CCC(=C1)C#N,SNd_SP1,-0.426,-0.055,NOT,5.14,B,-2.629,8
CN1CCC(C=C)=N1,SP1_SP1,-0.178,1.08,NOT,4.59,B,-3.133,8
CN1CCC(C=O)=N1,SP1_SP1,1.18,1.08,NOT,0.89,B,-3.133,8
CN1CCC(=N1)C#N,SP1_SP1,0.851,1.08,NOT,-0.13,B,-3.133,8
CC1CCC(=C1)C#C,SC4_SC5,-2.924,-4.08,NOT,NOT,N,0.45,8
NC1CCC(=C1)C#C,SNd_SC5,-0.782,-2.251,NOT,9.84,B,-2.331,8
OC1CCC(=C1)C#C,SNda_SC5,-0.165,-2.251,17.00,-1.93,B,0.047,8
FC1CCC(=C1)C#C,SC5_SC5,-2.004,-3.313,NOT,NOT,N,0.641,8
CC1NCC(=C1)C#C,SNd_SP1,0.069,-0.055,NOT,10.13,B,-5.347,8
CC1OCC(=C1)C#C,SNa_SN0,-1.414,-1.604,NOT,-4.21,N,-1.176,8
CC1COC(=C1)C#C,SN0_SNa,-1.675,-1.604,NOT,-4.89,N,-1.176,8
NC1COC(=C1)C#C,SP2_SNa,0.673,0.325,NOT,9.02,B,-4.853,8
OC1COC(=C1)C#C,SP1_SNa,0.673,-0.055,13.93,-3.27,A,-2.535,8
FC1COC(=C1)C#C,SNa_SNa,-0.837,-1.19,NOT,-4.92,N,-2.22,8
CN1CCC(=N1)C#C,SP1_SP1,0.261,1.08,NOT,3.02,B,-3.133,8
CCC1=CC(=C)CC1,SC2_SC4,-4.749,-5.707,NOT,NOT,N,0.443,8
NCC1=CC(=C)CC1,SNd_SC4,-1.428,-3.019,NOT,9.64,B,-1.662,8
OCC1=CC(=C)CC1,SNda_SC4,-1.606,-3.019,16.91,-1.97,B,0.489,8
FCC1=CC(=C)CC1,SC5_SC4,-2.841,-4.08,NOT,NOT,N,0.45,8
CCC1=CC(=O)CC1,SC2_SNa,-1.881,-3.879,17.50,-4.62,N,0.345,8
OCC1=CC(=O)CC1,SNda_SNa,0.975,-1.19,15.10,-2.75,A,-1.991,8
FCC1=CC(=O)CC1,SC5_SNa,-0.329,-2.251,16.37,-5.96,N,-0.062,8
CNC1=CC(=O)CC1,SN0_SNa,0.48,-1.604,17.44,-3.44,N,-1.176,8
COC1=CC(=C)CC1,SC5_SC4,-3.02,-4.08,NOT,-4.75,N,0.45,8
COC1=CC(=O)CC1,SC5_SNa,-0.233,-2.251,17.02,-4.74,N,-0.062,8
CCC1=CC(=N)NC1,SN0_SP1,-0.988,-0.468,14.63,11.44,B,-5.506,8
NCC1=CC(=N)NC1,SP2_SP1,1.812,1.46,14.19,11.27,B,-7.575,8
OCC1=CC(=N)NC1,SP2_SP1,1.249,1.46,13.75,11.11,B,-7.433,8
FCC1=CC(=N)NC1,SNa_SP1,-0.082,-0.055,13.47,11.01,B,-6.092,8
CCC1=CC(=O)NC1,SN0_SP2,-0.288,-0.088,10.04,-0.45,A,-2.207,8
NCC1=CC(=O)NC1,SP2_SP2,2.937,1.84,8.63,10.03,B,-6.918,8
OCC1=CC(=O)NC1,SP2_SP2,1.908,1.84,8.49,-0.59,A,-4.307,8
FCC1=CC(=O)NC1,SNa_SP2,0.412,0.325,7.85,-0.60,A,-3.237,8
CNC1=CC(=N)NC1,SP1_SP1,0.618,1.08,14.86,10.84,B,-6.541,8
CNC1=CC(=O)NC1,SP1_SP2,1.606,1.46,10.26,-0.73,A,-3.821,8
COC1=CC(=N)NC1,SP1_SP1,0.192,1.08,14.14,9.64,B,-5.368,8
COC1=CC(=O)NC1,SP1_SP2,1.071,1.46,9.11,-0.98,A,-3.821,8
CCC1=CC(=C)OC1,SN0_SNa,-3.198,-1.604,NOT,-4.80,N,-1.176,8
NCC1=CC(=C)OC1,SP1_SNa,0.439,-0.055,NOT,9.57,B,-4.698,8
OCC1=CC(=C)OC1,SP1_SNa,0.082,-0.055,15.06,-2.77,A,-2.535,8
FCC1=CC(=C)OC1,SNa_SNa,-1.359,-1.19,NOT,-4.80,N,-2.22,8
CCC1=CC(=O)OC1,SN0_SNa,-1.414,-1.604,7.52,-6.82,A,-1.17,8
NCC1=CC(=O)OC1,SP1_SNa,1.743,-0.055,6.18,10.11,Z,-6.465,8
OCC1=CC(=O)OC1,SP1_SNa,0.673,-0.055,5.95,-2.79,A,-3.985,8
FCC1=CC(=O)OC1,SNa_SNa,-0.522,-1.19,5.31,-6.83,A,-4.309,8
CNC1=CC(=O)OC1,SNd_SNa,0.275,-1.19,10.41,-6.43,A,-1.883,8
COC1=CC(=C)OC1,SNa_SNa,-1.249,-1.19,NOT,-4.52,N,-2.22,8
COC1=CC(=O)OC1,SNa_SNa,-0.22,-1.19,9.19,-4.83,A,-2.22,8
CCc1cc(O)c[nH]1,SC5_SNda,-1.441,-2.251,9.67,-6.15,A,0.047,8
OCc1cc(O)c[nH]1,SNda_SNda,0.357,-1.19,9.34,-2.97,A,-2.065,8
Oc1c[nH]c(CF)c1,SNda_SNda,-0.549,-1.19,9.32,-6.16,A,-2.065,8
CNc1cc(O)c[nH]1,SNd_SNda,-1.071,-1.19,9.93,4.13,A,-1.916,8
COc1cc(O)c[nH]1,SNda_SNda,-0.027,-1.19,9.48,-4.92,A,-2.065,8
CCc1cc(N)n[nH]1,SNd_SP1,-0.769,-0.055,16.22,4.77,B,-2.629,8
NCc1cc(N)n[nH]1,SP2_SP1,1.414,1.46,15.53,8.49,B,-4.91,8
NCc1cc(O)n[nH]1,SP2_SP1,1.853,1.46,8.02,6.17,A,-3.821,8
OCc1cc(O)n[nH]1,SP1_SP1,1.126,1.08,6.05,1.50,A,-4.483,8
Oc1cc(CF)[nH]n1,SP1_SNda,-0.288,-0.055,6.02,1.48,A,-4.106,8
CNc1cc(N)n[nH]1,SNd_SP1,0.453,-0.055,15.62,5.71,B,-2.629,8
CNc1cc(=O)[nH][nH]1,SNd_SP3,2.786,1.511,9.65,-2.33,A,-3.931,8
COc1cc(N)n[nH]1,SNda_SP1,0.343,-0.055,13.32,4.44,B,-2.726,8
COc1cc(O)n[nH]1,SNda_SP1,0.027,-0.055,6.17,1.80,A,-3.956,8
CCc1cc(=O)o[nH]1,SC5_SP2,-0.11,-0.736,7.90,-7.16,A,-1.085,8
NCc1cc(=O)o[nH]1,SP1_SP2,2.443,1.46,7.41,9.27,B,-5.685,8
OCc1cc(=O)o[nH]1,SNda_SP2,2.182,0.325,7.30,-2.91,A,-3.434,8
FCc1cc(=O)o[nH]1,SNda_SP2,1.126,0.325,7.18,-7.18,A,-3.534,8
CNc1cc(=O)o[nH]1,SNd_SP2,1.977,0.325,9.76,-5.59,A,-3.155,8
COc1cc(=O)o[nH]1,SNda_SP2,1.345,0.325,6.40,-4.92,A,-4.314,8
CCC1=CC(=C)CO1,SC5_SN0,-3.088,-2.665,NOT,-4.79,N,0.516,8
NCC1=CC(=C)CO1,SP2_SN0,0.439,-0.088,NOT,8.84,B,-3.644,8
OCC1=CC(=C)CO1,SP1_SN0,0.082,-0.468,14.41,-3.06,A,-1.534,8
FCC1=CC(=C)CO1,SNa_SN0,-1.386,-1.604,NOT,-4.85,N,-1.176,8
CCc1cc(O)co1,SC4_SNda,-2.43,-3.019,7.43,-2.72,A,0.561,8
OCc1cc(O)co1,SNda_SNda,-0.014,-1.19,7.03,-2.84,A,-2.434,8
Oc1coc(CF)c1,SNda_SC5,-1.029,-2.251,7.01,-2.85,A,-0.288,8
CNc1cc(O)co1,SNd_SNda,-1.153,-1.19,7.54,-2.66,A,-1.916,8
CCc1cc(N)no1,SN0_SNda,-1.4,-1.604,17.79,2.38,B,-1.133,8
NCc1cc(N)no1,SP1_SNda,0.933,-0.055,17.33,7.50,B,-2.826,8
Nc1cc(CO)on1,SNda_SP1,0.878,-0.055,13.30,1.12,A,-2.726,8
Nc1cc(CF)on1,SNda_SNa,-0.137,-1.19,17.23,1.09,B,-1.991,8
CCc1cc(O)no1,SN0_SNda,-1.606,-1.604,5.29,-0.83,A,-3.238,8
NCc1cc(O)no1,SP1_SNda,1.304,-0.055,7.00,5.03,A,-3.126,8
OCc1cc(O)no1,SP1_SNda,0.178,-0.055,4.86,-2.07,A,-5.264,8
Oc1cc(CF)on1,SNda_SNa,-0.659,-1.19,4.84,-2.09,A,-4.55,8
CNc1cc(N)no1,SNd_SNda,-0.124,-1.19,15.88,3.57,B,-1.916,8
CNc1cc(O)no1,SNd_SNda,-0.645,-1.19,5.36,0.38,A,-3.956,8
COc1cc(N)no1,SNa_SNda,-0.467,-1.19,16.75,1.72,B,-1.991,8
COc1cc(O)no1,SNa_SNda,-0.563,-1.19,4.96,-1.45,A,-4.43,8
CNC1=NC(=N)CN1,SP1_SP2,1.771,1.46,14.21,10.16,B,-6.552,8
NNC1=NC(=N)CN1,SP2_SP2,2.306,1.84,13.71,9.41,B,-6.311,8
ONC1=NC(=N)CN1,SP2_SP2,2.018,1.84,14.25,7.93,B,-4.837,8
CNC1=NC(=O)CN1,SP1_SP3,1.853,2.646,7.24,9.42,Z,-6.901,8
NNC1=NC(=O)CN1,SP2_SP3,2.471,3.026,8.87,6.83,B,-5.188,8
ONC1=NC(=O)CN1,SP2_SP3,2.347,3.026,9.02,5.63,A,-5.188,8
COC1=NC(=N)CN1,SP1_SP2,1.139,1.46,15.47,4.04,B,-3.821,8
COC1=NC(=O)CN1,SP1_SP3,1.441,2.646,10.36,-2.33,A,-4.721,8
CNc1nc(=N)[nH][nH]1,SP1_SP4,3.116,2.763,-7.43,15.32,Z,-12.513,8
CNc1nc(=O)[nH][nH]1,SP1_SP4,2.965,2.763,7.75,3.60,A,-5.132,8
